Timestamp,Fake_USD,Fake_BTC,Net_Worth
04:29:34,27269.22,1.0,101933.69
04:29:39,27269.22,1.0,101922.12
04:29:45,27269.22,1.0,101929.42
04:29:50,27269.22,1.0,101927.44
04:29:56,101919.47,0.0,101919.47
04:30:01,27256.11,1.0,101917.87
04:30:06,27256.11,1.0,101915.74
04:30:11,27256.11,1.0,101946.01
04:30:17,27256.11,1.0,101902.58
04:30:22,101898.68,0.0,101898.68
04:30:27,101898.68,0.0,101898.68
04:30:32,101898.68,0.0,101898.68
04:30:37,101898.68,0.0,101898.68
04:30:42,101898.68,0.0,101898.68
04:30:48,101898.68,0.0,101898.68
04:30:53,101898.68,0.0,101898.68
04:30:58,101898.68,0.0,101898.68
04:31:03,101898.68,0.0,101898.68
04:31:08,101898.68,0.0,101898.68
04:31:13,101898.68,0.0,101898.68
04:31:18,101898.68,0.0,101898.68
04:31:24,27352.86,1.0,101921.2
04:31:29,27352.86,1.0,101942.4
04:31:34,27352.86,1.0,101944.58
04:31:39,27352.86,1.0,101920.85
04:31:44,27352.86,1.0,101933.47
04:31:49,101903.38,0.0,101903.38
04:31:54,101903.38,0.0,101903.38
04:31:59,101903.38,0.0,101903.38
04:32:04,101903.38,0.0,101903.38
04:32:09,101903.38,0.0,101903.38
04:32:16,101903.38,0.0,101903.38
04:32:21,101903.38,0.0,101903.38
04:32:26,101903.38,0.0,101903.38
04:32:31,101903.38,0.0,101903.38
04:32:36,101903.38,0.0,101903.38
04:32:41,101903.38,0.0,101903.38
04:32:46,101903.38,0.0,101903.38
04:32:51,101903.38,0.0,101903.38
04:32:56,27386.69,1.0,101898.41
04:33:02,27386.69,1.0,101919.89
04:33:07,27386.69,1.0,101908.39
04:33:14,27386.69,1.0,101948.54
04:33:19,27386.69,1.0,101948.18
04:33:24,27386.69,1.0,101972.89
04:33:29,27386.69,1.0,101957.14
04:33:35,27386.69,1.0,101943.69
04:33:40,101945.1,0.0,101945.1
04:33:45,101945.1,0.0,101945.1
04:33:50,101945.1,0.0,101945.1
04:33:55,101945.1,0.0,101945.1
04:34:00,27376.03,1.0,101957.1
04:34:05,27376.03,1.0,101967.55
04:34:11,27376.03,1.0,101985.17
04:34:16,27376.03,1.0,101965.1
04:34:21,27376.03,1.0,101949.13
04:34:26,27376.03,1.0,101997.01
04:34:31,27376.03,1.0,102010.32
04:34:36,27376.03,1.0,102022.48
04:34:41,27376.03,1.0,102007.66
04:34:46,27376.03,1.0,102012.05
04:34:52,27376.03,1.0,102012.96
04:34:57,27376.03,1.0,102058.2
04:35:02,27376.03,1.0,102013.72
04:35:07,27376.03,1.0,102042.46
04:35:13,27376.03,1.0,102066.16
04:35:18,27376.03,1.0,102064.15
04:35:23,27376.03,1.0,102063.05
04:35:28,27376.03,1.0,102068.05
04:35:33,27376.03,1.0,102060.84
04:35:38,27376.03,1.0,102056.81
04:35:43,102050.27,0.0,102050.27
04:35:49,102050.27,0.0,102050.27
04:35:54,102050.27,0.0,102050.27
04:36:00,102050.27,0.0,102050.27
04:36:05,102050.27,0.0,102050.27
04:36:10,102050.27,0.0,102050.27
04:36:16,102050.27,0.0,102050.27
04:36:22,102050.27,0.0,102050.27
04:36:28,27406.19,1.0,102060.35
04:36:33,27406.19,1.0,102050.69
04:36:38,27406.19,1.0,102045.8
04:36:43,27406.19,1.0,102037.22
04:36:49,102034.77,0.0,102034.77
04:36:54,102034.77,0.0,102034.77
04:36:59,102034.77,0.0,102034.77
04:37:04,102034.77,0.0,102034.77
04:37:09,102034.77,0.0,102034.77
04:37:14,102034.77,0.0,102034.77
04:37:20,102034.77,0.0,102034.77
04:37:25,102034.77,0.0,102034.77
04:37:31,102034.77,0.0,102034.77
04:37:36,102034.77,0.0,102034.77
04:37:41,27419.86,1.0,102038.85
04:37:46,27419.86,1.0,102038.64
04:37:51,27419.86,1.0,102050.47
04:37:57,27419.86,1.0,102056.8
04:38:02,27419.86,1.0,102048.82
04:38:07,27419.86,1.0,102046.54
04:38:13,27419.86,1.0,102050.5
04:38:18,27419.86,1.0,102069.51
04:38:23,27419.86,1.0,102060.14
04:38:28,27419.86,1.0,102045.39
04:38:34,102022.36,0.0,102022.36
04:38:39,102022.36,0.0,102022.36
04:38:44,27357.42,1.0,102021.43
04:38:49,27357.42,1.0,102020.72
04:38:54,27357.42,1.0,102063.44
04:38:59,27357.42,1.0,102037.43
04:39:04,27357.42,1.0,102059.44
04:39:09,27357.42,1.0,102072.46
04:39:14,27357.42,1.0,102100.74
04:39:20,27357.42,1.0,102123.42
04:39:25,27357.42,1.0,102106.08
04:39:30,27357.42,1.0,102122.04
04:39:35,27357.42,1.0,102126.47
04:39:40,27357.42,1.0,102141.43
04:39:45,27357.42,1.0,102157.41
04:39:50,27357.42,1.0,102168.53
04:39:55,27357.42,1.0,102149.18
04:40:00,102144.25,0.0,102144.25
04:40:06,27339.41,1.0,102147.4
04:40:11,27339.41,1.0,102170.34
04:40:16,27339.41,1.0,102174.83
04:40:21,27339.41,1.0,102177.43
04:40:26,27339.41,1.0,102178.94
04:40:31,27339.41,1.0,102178.81
04:40:36,27339.41,1.0,102184.24
04:40:41,27339.41,1.0,102232.22
04:40:46,27339.41,1.0,102257.42
04:40:51,27339.41,1.0,102167.15
04:40:56,102148.43,0.0,102148.43
04:41:01,102148.43,0.0,102148.43
04:41:07,102148.43,0.0,102148.43
04:41:13,102148.43,0.0,102148.43
04:41:18,102148.43,0.0,102148.43
04:41:24,102148.43,0.0,102148.43
04:41:29,102148.43,0.0,102148.43
04:41:34,102148.43,0.0,102148.43
04:41:39,102148.43,0.0,102148.43
04:41:44,102148.43,0.0,102148.43
04:41:49,102148.43,0.0,102148.43
04:41:54,27461.5,1.0,102162.27
04:42:00,27461.5,1.0,102163.86
04:42:05,27461.5,1.0,102154.31
04:42:10,27461.5,1.0,102148.97
04:42:16,27461.5,1.0,102159.24
04:42:21,27461.5,1.0,102151.65
04:42:26,27461.5,1.0,102162.29
04:42:32,27461.5,1.0,102141.4
04:42:37,102146.1,0.0,102146.1
04:42:42,102146.1,0.0,102146.1
04:42:47,102146.1,0.0,102146.1
04:42:53,27444.17,1.0,102152.93
04:42:58,27444.17,1.0,102174.2
04:43:03,27444.17,1.0,102179.0
04:43:08,27444.17,1.0,102147.17
